product_id,warehouse_id,quantity
1141,161,78
1142,195,42
1142,178,81
1143,122,43
1143,195,84
1144,129,44
1144,132,17
1145,136,45
1145,149,20
1146,143,46
1146,166,23
1147,150,47
1147,183,26
1148,157,48
1148,200,29
1149,164,49
1149,137,32
1150,171,50
1150,154,35
1151,178,51
1151,171,38
1152,185,52
1152,188,41
1153,192,53
1153,125,44
1154,199,54
1154,142,47
1155,126,55
1155,159,50
1156,133,56
1156,176,53
1157,140,57
1157,193,56
1158,147,58
1158,130,59
1159,154,59
1159,147,62
1160,161,60
1160,164,65
1161,168,61
1161,181,68
1162,175,62
1162,198,71
1163,182,63
1163,135,74
1164,189,64
1164,152,77
1165,196,65
1165,169,80
1166,123,66
1166,186,83
1167,130,67
1167,123,16
1168,137,68
1168,140,19
1169,144,69
1169,157,22
1170,151,70
1170,174,25
1171,158,71
1171,191,28
1172,165,72
1172,128,31
1173,172,73
1173,145,34
1174,179,74
1174,162,37
1175,186,75
1175,179,40
1176,193,76
1176,196,43
1177,200,77
1177,133,46
1178,127,78
1178,150,49
1179,134,79
1179,167,52
1180,141,80
1180,184,55
1181,148,81
1181,121,58
1182,155,82
1182,138,61
1183,162,83
1183,155,64
1184,169,84
1184,172,67
1185,176,85
1185,189,70
1186,183,86
1186,126,73
1187,190,87
1187,143,76
1188,197,88
1188,160,79
1189,124,89
1189,177,82
1190,131,90
1190,194,15
1191,138,91
1191,131,18
1192,145,92
1192,148,21
1193,152,93
1193,165,24
1194,159,94
1194,182,27
1195,166,95
1195,199,30
1196,173,96
1196,136,33
1197,180,97
1197,153,36
1198,187,98
1198,170,39
1199,194,99
1199,187,42
1200,121,20
1200,124,45
1201,128,21
1201,141,48
1202,135,22
1202,158,51
1203,142,23
1203,175,54
1204,149,24
1204,192,57
1205,156,25
1205,129,60
1206,163,26
1206,146,63
1207,170,27
1207,163,66
1208,177,28
1208,180,69
1209,184,29
1209,197,72
1210,191,30
1210,134,75
1211,198,31
1211,151,78
1212,125,32
1212,168,81
1213,132,33
1213,185,84
1214,139,34
1214,122,17
1215,146,35
1215,139,20
1216,153,36
1216,156,23
1217,160,37
1217,173,26
1218,167,38
1218,190,29
1219,174,39
1219,127,32
1220,181,40
1220,144,35
1221,188,41
1221,161,38
1222,195,42
1222,178,41
1223,122,43
1223,195,44
1224,129,44
1224,132,47
1225,136,45
1225,149,50
1226,143,46
1226,166,53
1227,150,47
1227,183,56
1228,157,48
1228,200,59
1229,164,49
1229,137,62
1230,171,50
1230,154,65
1231,178,51
1231,171,68
1232,185,52
1232,188,71
1233,192,53
1233,125,74
1234,199,54
1234,142,77
1235,126,55
1235,159,80
1236,133,56
1236,176,83
1237,140,57
1237,193,16
1238,147,58
1238,130,19
1239,154,59
1239,147,22
1240,161,60
1240,164,25
1241,168,61
1241,181,28
1242,175,62
1242,198,31
1243,182,63
1243,135,34
1244,189,64
1244,152,37
1245,196,65
1245,169,40
1246,123,66
1246,186,43
1247,130,67
1247,123,46
1248,137,68
1248,140,49
1249,144,69
1249,157,52
1250,151,70
1250,174,55
1251,158,71
1251,191,58
1252,165,72
1252,128,61
1253,172,73
1253,145,64
1254,179,74
1254,162,67
1255,186,75
1255,179,70
1256,193,76
1256,196,73
1257,200,77
1257,133,76
1258,127,78
1258,150,79
1259,134,79
1259,167,82
1260,141,80
1260,184,15
1261,148,81
1261,121,18
1262,155,82
1262,138,21
1263,162,83
1263,155,24
1264,169,84
1264,172,27
1265,176,85
1265,189,30
1266,183,86
1266,126,33
1267,190,87
1267,143,36
1268,197,88
1268,160,39
1269,124,89
1269,177,42
1270,131,90
1270,194,45
1271,138,91
1271,131,48
1272,145,92
1272,148,51
1273,152,93
1273,165,54
1274,159,94
1274,182,57
1275,166,95
1275,199,60
1276,173,96
1276,136,63
1277,180,97
1277,153,66
1278,187,98
1278,170,69
1279,194,99
1279,187,72
1280,121,20
1280,124,75
1281,128,21
1281,141,78
1282,135,22
1282,158,81
1283,142,23
1283,175,84
1284,149,24
1284,192,17
1285,156,25
1285,129,20
1286,163,26
1286,146,23
1287,170,27
1287,163,26
1288,177,28
1288,180,29
1289,184,29
1289,197,32
1290,191,30
1290,134,35
1291,198,31
1291,151,38
1292,125,32
1292,168,41
1293,132,33
1293,185,44
1294,139,34
1294,122,47
1295,146,35
1295,139,50
1296,153,36
1296,156,53
1297,160,37
1297,173,56
1298,167,38
1298,190,59
1299,174,39
1299,127,62
1300,181,40
1300,144,65
1301,188,41
1301,161,68
1302,195,42
1302,178,71
1303,122,43
1303,195,74
1304,129,44
1304,132,77
1305,136,45
1305,149,80
1306,143,46
1306,166,83
1307,150,47
1307,183,16
1308,157,48
1308,200,19
1309,164,49
1309,137,22
1310,171,50
1310,154,25
1311,178,51
1311,171,28
1312,185,52
1312,188,31
1313,192,53
1313,125,34
1314,199,54
1314,142,37
1315,126,55
1315,159,40
1316,133,56
1316,176,43
1317,140,57
1317,193,46
1318,147,58
1318,130,49
1319,154,59
1319,147,52
1320,161,60
1320,164,55
1321,168,61
1321,181,58
1322,175,62
1322,198,61
1323,182,63
1323,135,64
1324,189,64
1324,152,67
1325,196,65
1325,169,70
1326,123,66
1326,186,73
1327,130,67
1327,123,76
1328,137,68
1328,140,79
1329,144,69
1329,157,82
1330,151,70
1330,174,15
1331,158,71
1331,191,18
1332,165,72
1332,128,21
1333,172,73
1333,145,24
1334,179,74
1334,162,27
1335,186,75
1335,179,30
1336,193,76
1336,196,33
1337,200,77
1337,133,36
1338,127,78
1338,150,39
1339,134,79
1339,167,42
1340,141,80
1340,184,45
1341,148,81
1341,121,48
1342,155,82
1342,138,51
1343,162,83
1343,155,54
1344,169,84
1344,172,57
1345,176,85
1345,189,60
1346,183,86
1346,126,63
1347,190,87
1347,143,66
1348,197,88
1348,160,69
1349,124,89
1349,177,72
1350,131,90
1350,194,75
1351,138,91
1351,131,78
1352,145,92
1352,148,81
1353,152,93
1353,165,84
1354,159,94
1354,182,17
1355,166,95
1355,199,20
1356,173,96
1356,136,23
1357,180,97
1357,153,26
1358,187,98
1358,170,29
1359,194,99
1359,187,32
1360,121,20
1360,124,35
1361,128,21
1361,141,38
1362,135,22
1362,158,41
1363,142,23
1363,175,44
1364,149,24
1364,192,47
1365,156,25
1365,129,50
1366,163,26
1366,146,53
1367,170,27
1367,163,56
1368,177,28
1368,180,59
1369,184,29
1369,197,62
1370,191,30
1370,134,65
1371,198,31
1371,151,68
1372,125,32
1372,168,71
1373,132,33
1373,185,74
1374,139,34
1374,122,77
1375,146,35
1375,139,80
1376,153,36
1376,156,83
1377,160,37
1377,173,16
1378,167,38
1378,190,19
1379,174,39
1379,127,22
1380,181,40
1380,144,25
1381,188,41
1381,161,28
1382,195,42
1382,178,31
1383,122,43
1383,195,34
1384,129,44
1384,132,37
1385,136,45
1385,149,40
1386,143,46
1386,166,43
1387,150,47
1387,183,46
1388,157,48
1388,200,49
1389,164,49
1389,137,52
1390,171,50
1390,154,55
1391,178,51
1391,171,58
1392,185,52
1392,188,61
1393,192,53
1393,125,64
1394,199,54
1394,142,67
1395,126,55
1395,159,70
1396,133,56
1396,176,73
1397,140,57
1397,193,76
1398,147,58
1398,130,79
1399,154,59
1399,147,82
1400,161,60
1400,164,15
1401,168,61
1401,181,18
1402,175,62
1402,198,21
1403,182,63
1403,135,24
1404,189,64
1404,152,27
1405,196,65
1405,169,30
1406,123,66
1406,186,33
1407,130,67
1407,123,36
1408,137,68
1408,140,39
1409,144,69
1409,157,42
1410,151,70
1410,174,45
1411,158,71
1411,191,48
1412,165,72
1412,128,51
1413,172,73
1413,145,54
1414,179,74
1414,162,57
1415,186,75
1415,179,60
1416,193,76
1416,196,63
1417,200,77
1417,133,66
1418,127,78
1418,150,69
1419,134,79
1419,167,72
1420,141,80
1420,184,75
1421,148,81
1421,121,78
1422,155,82
1422,138,81
1423,162,83
1423,155,84
1424,169,84
1424,172,17
1425,176,85
1425,189,20
1426,183,86
1426,126,23
1427,190,87
1427,143,26
1428,197,88
1428,160,29
1429,124,89
1429,177,32
1430,131,90
1430,194,35
1431,138,91
1431,131,38
1432,145,92
1432,148,41
1433,152,93
1433,165,44
1434,159,94
1434,182,47
1435,166,95
1435,199,50
1436,173,96
1436,136,53
1437,180,97
1437,153,56
1438,187,98
1438,170,59
1439,194,99
1439,187,62
1440,121,20
1440,124,65
1441,128,21
1441,141,68
1442,135,22
1442,158,71
1443,142,23
1443,175,74
1444,149,24
1444,192,77
1445,156,25
1445,129,80
1446,163,26
1446,146,83
1447,170,27
1447,163,16
1448,177,28
1448,180,19
1449,184,29
1449,197,22
1450,191,30
1450,134,25
1451,198,31
1451,151,28
1452,125,32
1452,168,31
1453,132,33
1453,185,34
1454,139,34
1454,122,37
1455,146,35
1455,139,40
1456,153,36
1456,156,43
1457,160,37
1457,173,46
1458,167,38
1458,190,49
1459,174,39
1459,127,52
1460,181,40
1460,144,55
1461,188,41
1461,161,58
1462,195,42
1462,178,61
1463,122,43
1463,195,64
1464,129,44
1464,132,67
1465,136,45
1465,149,70
1466,143,46
1466,166,73
1467,150,47
1467,183,76
1468,157,48
1468,200,79
1469,164,49
1469,137,82
1470,171,50
1470,154,15
1471,178,51
1471,171,18
1472,185,52
1472,188,21
1473,192,53
1473,125,24
1474,199,54
1474,142,27
1475,126,55
1475,159,30
1476,133,56
1476,176,33
1477,140,57
1477,193,36
1478,147,58
1478,130,39
1479,154,59
1479,147,42
1480,161,60
1480,164,45
1481,168,61
1481,181,48
1482,175,62
1482,198,51
1483,182,63
1483,135,54
1484,189,64
1484,152,57
1485,196,65
1485,169,60
1486,123,66
1486,186,63
1487,130,67
1487,123,66
1488,137,68
1488,140,69
1489,144,69
1489,157,72
1490,151,70
1490,174,75
1491,158,71
1491,191,78
1492,165,72
1492,128,81
1493,172,73
1493,145,84
1494,179,74
1494,162,17
1495,186,75
1495,179,20
1496,193,76
1496,196,23
1497,200,77
1497,133,26
1498,127,78
1498,150,29
1499,134,79
1499,167,32
1500,141,80
1500,184,35
1501,148,81
1501,121,38
1502,155,82
1502,138,41
1503,162,83
1503,155,44
1504,169,84
1504,172,47
1505,176,85
1505,189,50
1506,183,86
1506,126,53
1507,190,87
1507,143,56
1508,197,88
1508,160,59
1509,124,89
1509,177,62
1510,131,90
1510,194,65
1511,138,91
1511,131,68
1512,145,92
1512,148,71
1513,152,93
1513,165,74
1514,159,94
1514,182,77
1515,166,95
1515,199,80
1516,173,96
1516,136,83
1517,180,97
1517,153,16
1518,187,98
1518,170,19
1519,194,99
1519,187,22
1520,121,20
1520,124,25
1521,128,21
1521,141,28
1522,135,22
1522,158,31
1523,142,23
1523,175,34
1524,149,24
1524,192,37
1525,156,25
1525,129,40
1526,163,26
1526,146,43
1527,170,27
1527,163,46
1528,177,28
1528,180,49
1529,184,29
1529,197,52
1530,191,30
1530,134,55
1531,198,31
1531,151,58
1532,125,32
1532,168,61
1533,132,33
1533,185,64
1534,139,34
1534,122,67
1535,146,35
1535,139,70
1536,153,36
1536,156,73
1537,160,37
1537,173,76
1538,167,38
1538,190,79
1539,174,39
1539,127,82
1540,181,40
1540,144,15
1541,188,41
1541,161,18
1542,195,42
1542,178,21
1543,122,43
1543,195,24
1544,129,44
1544,132,27
1545,136,45
1545,149,30
1546,143,46
1546,166,33
1547,150,47
1547,183,36
1548,157,48
1548,200,39
1549,164,49
1549,137,42
1550,171,50
1550,154,45
1551,178,51
1551,171,48
1552,185,52
1552,188,51
1553,192,53
1553,125,54
1554,199,54
1554,142,57
1555,126,55
1555,159,60
1556,133,56
1556,176,63
1557,140,57
1557,193,66
1558,147,58
1558,130,69
1559,154,59
1559,147,72
1560,161,60
1560,164,75
1561,168,61
1561,181,78
1562,175,62
1562,198,81
1563,182,63
1563,135,84
1564,189,64
1564,152,17
1565,196,65
1565,169,20
1566,123,66
1566,186,23
1567,130,67
1567,123,26
1568,137,68
1568,140,29
1569,144,69
1569,157,32
1570,151,70
1570,174,35
1571,158,71
1571,191,38
1572,165,72
1572,128,41
1573,172,73
1573,145,44
1574,179,74
1574,162,47
1575,186,75
1575,179,50
1576,193,76
1576,196,53
1577,200,77
1577,133,56
1578,127,78
1578,150,59
1579,134,79
1579,167,62
1580,141,80
1580,184,65
1581,148,81
1581,121,68
1582,155,82
1582,138,71
1583,162,83
1583,155,74
1584,169,84
1584,172,77
1585,176,85
1585,189,80
1586,183,86
1586,126,83
1587,190,87
1587,143,16
1588,197,88
1588,160,19
1589,124,89
1589,177,22
1590,131,90
1590,194,25
1591,138,91
1591,131,28
1592,145,92
1592,148,31
1593,152,93
1593,165,34
1594,159,94
1594,182,37
1595,166,95
1595,199,40
1596,173,96
1596,136,43
1597,180,97
1597,153,46
1598,187,98
1598,170,49
1599,194,99
1599,187,52
1600,121,20
1600,124,55
1601,128,21
1601,141,58
1602,135,22
1602,158,61
1603,142,23
1603,175,64
1604,149,24
1604,192,67
1605,156,25
1605,129,70
1606,163,26
1606,146,73
1607,170,27
1607,163,76
1608,177,28
1608,180,79
1609,184,29
1609,197,82
1610,191,30
1610,134,15
1611,198,31
1611,151,18
1612,125,32
1612,168,21
1613,132,33
1613,185,24
1614,139,34
1614,122,27
1615,146,35
1615,139,30
1616,153,36
1616,156,33
1617,160,37
1617,173,36
1618,167,38
1618,190,39
1619,174,39
1619,127,42
1620,181,40
1620,144,45
1621,188,41
1621,161,48
1622,195,42
1622,178,51
1623,122,43
1623,195,54
1624,129,44
1624,132,57
1625,136,45
1625,149,60
1626,143,46
1626,166,63
1627,150,47
1627,183,66
1628,157,48
1628,200,69
1629,164,49
1629,137,72
1630,171,50
1630,154,75
1631,178,51
1631,171,78
1632,185,52
1632,188,81
1633,192,53
1633,125,84
1634,199,54
1634,142,17
1635,126,55
1635,159,20
1636,133,56
1636,176,23
1637,140,57
1637,193,26
1638,147,58
1638,130,29
1639,154,59
1639,147,32
1640,161,60
1640,164,35
1641,168,61
1641,181,38
1642,175,62
1642,198,41
1643,182,63
1643,135,44
1644,189,64
1644,152,47
1645,196,65
1645,169,50
1646,123,66
1646,186,53
1647,130,67
1647,123,56
1648,137,68
1648,140,59
1649,144,69
1649,157,62
1650,151,70
1650,174,65
1651,158,71
1651,191,68
1652,165,72
1652,128,71
1653,172,73
1653,145,74
1654,179,74
1654,162,77
1655,186,75
1655,179,80
1656,193,76
1656,196,83
1657,200,77
1657,133,16
1658,127,78
1658,150,19
1659,134,79
1659,167,22
1660,141,80
1660,184,25
1661,148,81
1661,121,28
1662,155,82
1662,138,31
1663,162,83
1663,155,34
1664,169,84
1664,172,37
1665,176,85
1665,189,40
1666,183,86
1666,126,43
1667,190,87
1667,143,46
1668,197,88
1668,160,49
1669,124,89
1669,177,52
1670,131,90
1670,194,55
1671,138,91
1671,131,58
1672,145,92
1672,148,61
1673,152,93
1673,165,64
1674,159,94
1674,182,67
1675,166,95
1675,199,70
1676,173,96
1676,136,73
1677,180,97
1677,153,76
1678,187,98
1678,170,79
1679,194,99
1679,187,82
1680,121,20
1680,124,15
1681,128,21
1681,141,18
1682,135,22
1682,158,21
1683,142,23
1683,175,24
1684,149,24
1684,192,27
1685,156,25
1685,129,30
1686,163,26
1686,146,33
1687,170,27
1687,163,36
1688,177,28
1688,180,39
1689,184,29
1689,197,42
1690,191,30
1690,134,45
1691,198,31
1691,151,48
1692,125,32
1692,168,51
1693,132,33
1693,185,54
1694,139,34
1694,122,57
1695,146,35
1695,139,60
1696,153,36
1696,156,63
1697,160,37
1697,173,66
1698,167,38
1698,190,69
1699,174,39
1699,127,72
1700,181,40
1700,144,75
1701,188,41
1701,161,78
1702,195,42
1702,178,81
1703,122,43
1703,195,84
1704,129,44
1704,132,17
1705,136,45
1705,149,20
1706,143,46
1706,166,23
1707,150,47
1707,183,26
1708,157,48
1708,200,29
1709,164,49
1709,137,32
1710,171,50
1710,154,35
1711,178,51
1711,171,38
1712,185,52
1712,188,41
1713,192,53
1713,125,44
1714,199,54
1714,142,47
1715,126,55
1715,159,50
1716,133,56
1716,176,53
1717,140,57
1717,193,56
1718,147,58
1718,130,59
1719,154,59
1719,147,62
1720,161,60
1720,164,65
1721,168,61
1721,181,68
1722,175,62
1722,198,71
1723,182,63
1723,135,74
1724,189,64
1724,152,77
1725,196,65
1725,169,80
1726,123,66
1726,186,83
1727,130,67
1727,123,16
1728,137,68
1728,140,19
1729,144,69
1729,157,22
1730,151,70
1730,174,25
1731,158,71
1731,191,28
1732,165,72
1732,128,31
1733,172,73
1733,145,34
1734,179,74
1734,162,37
1735,186,75
1735,179,40
1736,193,76
1736,196,43
1737,200,77
1737,133,46
1738,127,78
1738,150,49
1739,134,79
1739,167,52
1740,141,80
1740,184,55
1741,148,81
1741,121,58
1742,155,82
1742,138,61
1743,162,83
1743,155,64
1744,169,84
1744,172,67
1745,176,85
1745,189,70
1746,183,86
1746,126,73
1747,190,87
1747,143,76
1748,197,88
1748,160,79
1749,124,89
1749,177,82
1750,131,90
1750,194,15
1751,138,91
1751,131,18
1752,145,92
1752,148,21
1753,152,93
1753,165,24
1754,159,94
1754,182,27
1755,166,95
1755,199,30
1756,173,96
1756,136,33
1757,180,97
1757,153,36
1758,187,98
1758,170,39
1759,194,99
1759,187,42
1760,121,20
1760,124,45
1761,128,21
1761,141,48
1762,135,22
1762,158,51
1763,142,23
1763,175,54
1764,149,24
1764,192,57
1765,156,25
1765,129,60
1766,163,26
1766,146,63
1767,170,27
1767,163,66
1768,177,28
1768,180,69
1769,184,29
1769,197,72
1770,191,30
1770,134,75
1771,198,31
1771,151,78
1772,125,32
1772,168,81
1773,132,33
1773,185,84
1774,139,34
1774,122,17
1775,146,35
1775,139,20
1776,153,36
1776,156,23
1777,160,37
1777,173,26
1778,167,38
1778,190,29
1779,174,39
1779,127,32
1780,181,40
1780,144,35
1781,188,41
1781,161,38
1782,195,42
1782,178,41
1783,122,43
1783,195,44
1784,129,44
1784,132,47
1785,136,45
1785,149,50
1786,143,46
1786,166,53
1787,150,47
1787,183,56
1788,157,48
1788,200,59
1789,164,49
1789,137,62
1790,171,50
1790,154,65
1791,178,51
1791,171,68
1792,185,52
1792,188,71
1793,192,53
1793,125,74
1794,199,54
1794,142,77
1795,126,55
1795,159,80
1796,133,56
1796,176,83
1797,140,57
1797,193,16
1798,147,58
1798,130,19
1799,154,59
1799,147,22
1800,161,60
1800,164,25
1801,168,61
1801,181,28
1802,175,62
1802,198,31
1803,182,63
1803,135,34
1804,189,64
1804,152,37
1805,196,65
1805,169,40
1806,123,66
1806,186,43
1807,130,67
1807,123,46
1808,137,68
1808,140,49
1809,144,69
1809,157,52
1810,151,70
1810,174,55
1811,158,71
1811,191,58
1812,165,72
1812,128,61
1813,172,73
1813,145,64
1814,179,74
1814,162,67
1815,186,75
1815,179,70
1816,193,76
1816,196,73
1817,200,77
1817,133,76
1818,127,78
1818,150,79
1819,134,79
1819,167,82
1820,141,80
1820,184,15
1821,148,81
1821,121,18
1822,155,82
1822,138,21
1823,162,83
1823,155,24
1824,169,84
1824,172,27
1825,176,85
1825,189,30
1826,183,86
1826,126,33
1827,190,87
1827,143,36
1828,197,88
1828,160,39
1829,124,89
1829,177,42
1830,131,90
1830,194,45
1831,138,91
1831,131,48
1832,145,92
1832,148,51
1833,152,93
1833,165,54
1834,159,94
1834,182,57
1835,166,95
1835,199,60
1836,173,96
1836,136,63
1837,180,97
1837,153,66
1838,187,98
1838,170,69
1839,194,99
1839,187,72
1840,121,20
1840,124,75
1841,128,21
1841,141,78
1842,135,22
1842,158,81
1843,142,23
1843,175,84
1844,149,24
1844,192,17
1845,156,25
1845,129,20
1846,163,26
1846,146,23
1847,170,27
1847,163,26
1848,177,28
1848,180,29
1849,184,29
1849,197,32
1850,191,30
1850,134,35
1851,198,31
1851,151,38
1852,125,32
1852,168,41
1853,132,33
1853,185,44
1854,139,34
1854,122,47
1855,146,35
1855,139,50
1856,153,36
1856,156,53
1857,160,37
1857,173,56
1858,167,38
1858,190,59
1859,174,39
1859,127,62
1860,181,40
1860,144,65
1861,188,41
1861,161,68
1862,195,42
1862,178,71
1863,122,43
1863,195,74
1864,129,44
1864,132,77
1865,136,45
1865,149,80
1866,143,46
1866,166,83
1867,150,47
1867,183,16
1868,157,48
1868,200,19
1869,164,49
1869,137,22
1870,171,50
1870,154,25
1871,178,51
1871,171,28
1872,185,52
1872,188,31
1873,192,53
1873,125,34
1874,199,54
1874,142,37
1875,126,55
1875,159,40
1876,133,56
1876,176,43
1877,140,57
1877,193,46
1878,147,58
1878,130,49
1879,154,59
1879,147,52
1880,161,60
1880,164,55
1881,168,61
1881,181,58
1882,175,62
1882,198,61
1883,182,63
1883,135,64
1884,189,64
1884,152,67
1885,196,65
1885,169,70
1886,123,66
1886,186,73
1887,130,67
1887,123,76
1888,137,68
1888,140,79
1889,144,69
1889,157,82
1890,151,70
1890,174,15
1891,158,71
1891,191,18
1892,165,72
1892,128,21
1893,172,73
1893,145,24
1894,179,74
1894,162,27
1895,186,75
1895,179,30
1896,193,76
1896,196,33
1897,200,77
1897,133,36
1898,127,78
1898,150,39
1899,134,79
1899,167,42
1900,141,80
1900,184,45
1901,148,81
1901,121,48
1902,155,82
1902,138,51
1903,162,83
1903,155,54
1904,169,84
1904,172,57
1905,176,85
1905,189,60
1906,183,86
1906,126,63
1907,190,87
1907,143,66
1908,197,88
1908,160,69
1909,124,89
1909,177,72
1910,131,90
1910,194,75
1911,138,91
1911,131,78
1912,145,92
1912,148,81
1913,152,93
1913,165,84
1914,159,94
1914,182,17
1915,166,95
1915,199,20
1916,173,96
1916,136,23
1917,180,97
1917,153,26
1918,187,98
1918,170,29
1919,194,99
1919,187,32
1920,121,20
1920,124,35
1921,128,21
1921,141,38
1922,135,22
1922,158,41
1923,142,23
1923,175,44
1924,149,24
1924,192,47
1925,156,25
1925,129,50
1926,163,26
1926,146,53
1927,170,27
1927,163,56
1928,177,28
1928,180,59
1929,184,29
1929,197,62
1930,191,30
1930,134,65
1931,198,31
1931,151,68
1932,125,32
1932,168,71
1933,132,33
1933,185,74
1934,139,34
1934,122,77
1935,146,35
1935,139,80
1936,153,36
1936,156,83
1937,160,37
1937,173,16
1938,167,38
1938,190,19
1939,174,39
1939,127,22
1940,181,40
1940,144,25
1941,188,41
1941,161,28
1942,195,42
1942,178,31
1943,122,43
1943,195,34
1944,129,44
1944,132,37
1945,136,45
1945,149,40
1946,143,46
1946,166,43
1947,150,47
1947,183,46
1948,157,48
1948,200,49
1949,164,49
1949,137,52
1950,171,50
1950,154,55
1951,178,51
1951,171,58
1952,185,52
1952,188,61
1953,192,53
1953,125,64
1954,199,54
1954,142,67
1955,126,55
1955,159,70
1956,133,56
1956,176,73
1957,140,57
1957,193,76
1958,147,58
1958,130,79
1959,154,59
1959,147,82
1960,161,60
1960,164,15
1961,168,61
1961,181,18
1962,175,62
1962,198,21
1963,182,63
1963,135,24
1964,189,64
1964,152,27
1965,196,65
1965,169,30
1966,123,66
1966,186,33
1967,130,67
1967,123,36
1968,137,68
1968,140,39
1969,144,69
1969,157,42
1970,151,70
1970,174,45
1971,158,71
1971,191,48
1972,165,72
1972,128,51
1973,172,73
1973,145,54
1974,179,74
1974,162,57
1975,186,75
1975,179,60
1976,193,76
1976,196,63
1977,200,77
1977,133,66
1978,127,78
1978,150,69
1979,134,79
1979,167,72
1980,141,80
1980,184,75
1981,148,81
1981,121,78
1982,155,82
1982,138,81
1983,162,83
1983,155,84
1984,169,84
1984,172,17
1985,176,85
1985,189,20
1986,183,86
1986,126,23
1987,190,87
1987,143,26
1988,197,88
1988,160,29
1989,124,89
1989,177,32
1990,131,90
1990,194,35
1991,138,91
1991,131,38
1992,145,92
1992,148,41
1993,152,93
1993,165,44
1994,159,94
1994,182,47
1995,166,95
1995,199,50
1996,173,96
1996,136,53
1997,180,97
1997,153,56
1998,187,98
1998,170,59
1999,194,99
1999,187,62
2000,121,20
2000,124,65
2001,128,21
2001,141,68
2002,135,22
2002,158,71
2003,142,23
2003,175,74
2004,149,24
2004,192,77
2005,156,25
2005,129,80
2006,163,26
2006,146,83
2007,170,27
2007,163,16
2008,177,28
2008,180,19
2009,184,29
2009,197,22
2010,191,30
2010,134,25
2011,198,31
2011,151,28
2012,125,32
2012,168,31
2013,132,33
2013,185,34
2014,139,34
2014,122,37
2015,146,35
2015,139,40
2016,153,36
2016,156,43
2017,160,37
2017,173,46
2018,167,38
2018,190,49
2019,174,39
2019,127,52
2020,181,40
2020,144,55
2021,188,41
2021,161,58
2022,195,42
2022,178,61
2023,122,43
2023,195,64
2024,129,44
2024,132,67
2025,136,45
2025,149,70
2026,143,46
2026,166,73
2027,150,47
2027,183,76
2028,157,48
2028,200,79
2029,164,49
2029,137,82
2030,171,50
2030,154,15
2031,178,51
2031,171,18
2032,185,52
2032,188,21
2033,192,53
2033,125,24
2034,199,54
2034,142,27
2035,126,55
2035,159,30
2036,133,56
2036,176,33
2037,140,57
2037,193,36
2038,147,58
2038,130,39
2039,154,59
2039,147,42
2040,161,60
2040,164,45
2041,168,61
2041,181,48
2042,175,62
2042,198,51
2043,182,63
2043,135,54
2044,189,64
2044,152,57
2045,196,65
2045,169,60
2046,123,66
2046,186,63
2047,130,67
2047,123,66
2048,137,68
2048,140,69
2049,144,69
2049,157,72
2050,151,70
2050,174,75
2051,158,71
2051,191,78
2052,165,72
2052,128,81
2053,172,73
2053,145,84
2054,179,74
2054,162,17
2055,186,75
2055,179,20
2056,193,76
2056,196,23
2057,200,77
2057,133,26
2058,127,78
2058,150,29
2059,134,79
2059,167,32
2060,141,80
2060,184,35
2061,148,81
2061,121,38
2062,155,82
2062,138,41
2063,162,83
2063,155,44
2064,169,84
2064,172,47
2065,176,85
2065,189,50
2066,183,86
2066,126,53
2067,190,87
2067,143,56
2068,197,88
2068,160,59
2069,124,89
2069,177,62
2070,131,90
2070,194,65
2071,138,91
2071,131,68
2072,145,92
2072,148,71
2073,152,93
2073,165,74
2074,159,94
2074,182,77
2075,166,95
2075,199,80
2076,173,96
2076,136,83
2077,180,97
2077,153,16
2078,187,98
2078,170,19
2079,194,99
2079,187,22
2080,121,20
2080,124,25
2081,128,21
2081,141,28
2082,135,22
2082,158,31
2083,142,23
2083,175,34
2084,149,24
2084,192,37
2085,156,25
2085,129,40
2086,163,26
2086,146,43
2087,170,27
2087,163,46
2088,177,28
2088,180,49
2089,184,29
2089,197,52
2090,191,30
2090,134,55
2091,198,31
2091,151,58
2092,125,32
2092,168,61
2093,132,33
2093,185,64
2094,139,34
2094,122,67
2095,146,35
2095,139,70
2096,153,36
2096,156,73
2097,160,37
2097,173,76
2098,167,38
2098,190,79
2099,174,39
2099,127,82
2100,181,40
2100,144,15
2101,188,41
2101,161,18
2102,195,42
2102,178,21
2103,122,43
2103,195,24
2104,129,44
2104,132,27
2105,136,45
2105,149,30
2106,143,46
2106,166,33
2107,150,47
2107,183,36
2108,157,48
2108,200,39
2109,164,49
2109,137,42
2110,171,50
2110,154,45
2111,178,51
2111,171,48
2112,185,52
2112,188,51
2113,192,53
2113,125,54
2114,199,54
2114,142,57
2115,126,55
2115,159,60
2116,133,56
2116,176,63
2117,140,57
2117,193,66
2118,147,58
2118,130,69
2119,154,59
2119,147,72
2120,161,60
2120,164,75
2121,168,61
2121,181,78
2122,175,62
2122,198,81
2123,182,63
2123,135,84
2124,189,64
2124,152,17
2125,196,65
2125,169,20
2126,123,66
2126,186,23
2127,130,67
2127,123,26
2128,137,68
2128,140,29
2129,144,69
2129,157,32
2130,151,70
2130,174,35
2131,158,71
2131,191,38
2132,165,72
2132,128,41
2133,172,73
2133,145,44
2134,179,74
2134,162,47
2135,186,75
2135,179,50
2136,193,76
2136,196,53
2137,200,77
2137,133,56
2138,127,78
2138,150,59
2139,134,79
2139,167,62
