id,user_id,pickup_point_id,created_at,status,total
3898,39655,39,2025-01-25 18:42:00+03,ready,157315.00
3899,39678,50,2025-01-25 18:51:00+03,completed,185755.00
3900,39701,61,2025-01-25 19:00:00+03,cancelled,35110.00
3901,39724,72,2025-01-25 19:09:00+03,created,191475.00
3902,39747,83,2025-01-25 19:18:00+03,paid,128495.00
3903,39770,94,2025-01-25 19:27:00+03,shipped,11715.00
3904,39793,105,2025-01-25 19:36:00+03,ready,76985.00
3905,39816,116,2025-01-25 19:45:00+03,completed,305810.00
3906,39839,7,2025-01-25 19:54:00+03,cancelled,55720.00
3907,39862,18,2025-01-25 20:03:00+03,created,224720.00
3908,39885,29,2025-01-25 20:12:00+03,paid,301825.00
3909,39908,40,2025-01-25 20:21:00+03,shipped,54225.00
3910,39931,51,2025-01-25 20:30:00+03,ready,42330.00
3911,39954,62,2025-01-25 20:39:00+03,completed,213815.00
3912,39977,73,2025-01-25 20:48:00+03,cancelled,126930.00
3913,40000,84,2025-01-25 20:57:00+03,created,73515.00
3914,40023,95,2025-01-25 21:06:00+03,paid,236055.00
3915,40046,106,2025-01-25 21:15:00+03,shipped,19910.00
3916,40069,117,2025-01-25 21:24:00+03,ready,54975.00
3917,40092,8,2025-01-25 21:33:00+03,completed,79620.00
3918,40115,19,2025-01-25 21:42:00+03,cancelled,96890.00
3919,40138,30,2025-01-25 21:51:00+03,created,127335.00
3920,40161,41,2025-01-25 22:00:00+03,paid,172335.00
3921,40184,52,2025-01-25 22:09:00+03,shipped,76470.00
3922,40207,63,2025-01-25 22:18:00+03,ready,81895.00
3923,40230,74,2025-01-25 22:27:00+03,completed,110525.00
3924,40253,85,2025-01-25 22:36:00+03,cancelled,39800.00
3925,40276,96,2025-01-25 22:45:00+03,created,166880.00
3926,40299,107,2025-01-25 22:54:00+03,paid,263915.00
3927,40322,118,2025-01-25 23:03:00+03,shipped,125830.00
3928,40345,9,2025-01-25 23:12:00+03,ready,72515.00
3929,40368,20,2025-01-25 23:21:00+03,completed,75880.00
3930,40391,31,2025-01-25 23:30:00+03,cancelled,23010.00
3931,40414,42,2025-01-25 23:39:00+03,created,149825.00
3932,40437,53,2025-01-25 23:48:00+03,paid,241820.00
3933,40460,64,2025-01-25 23:57:00+03,shipped,34065.00
3934,40483,75,2025-01-26 00:06:00+03,ready,303810.00
3935,40506,86,2025-01-26 00:15:00+03,completed,148410.00
3936,40529,97,2025-01-26 00:24:00+03,cancelled,18045.00
3937,40552,108,2025-01-26 00:33:00+03,created,66570.00
3938,40575,119,2025-01-26 00:42:00+03,paid,122600.00
3939,40598,10,2025-01-26 00:51:00+03,shipped,42725.00
3940,40621,21,2025-01-26 01:00:00+03,ready,78905.00
3941,40644,32,2025-01-26 01:09:00+03,completed,286815.00
3942,40667,43,2025-01-26 01:18:00+03,cancelled,37705.00
3943,40690,54,2025-01-26 01:27:00+03,created,24865.00
3944,40713,65,2025-01-26 01:36:00+03,paid,95405.00
3945,40736,76,2025-01-26 01:45:00+03,shipped,60710.00
3946,40759,87,2025-01-26 01:54:00+03,ready,104175.00
3947,40782,98,2025-01-26 02:03:00+03,completed,293320.00
3948,40805,109,2025-01-26 02:12:00+03,cancelled,25665.00
3949,40828,120,2025-01-26 02:21:00+03,created,94185.00
3950,40851,11,2025-01-26 02:30:00+03,paid,58185.00
3951,40874,22,2025-01-26 02:39:00+03,shipped,73820.00
3952,40897,33,2025-01-26 02:48:00+03,ready,197470.00
3953,40920,44,2025-01-26 02:57:00+03,completed,103750.00
3954,40943,55,2025-01-26 03:06:00+03,cancelled,172800.00
3955,40966,66,2025-01-26 03:15:00+03,created,45505.00
3956,40989,77,2025-01-26 03:24:00+03,paid,88440.00
3957,41012,88,2025-01-26 03:33:00+03,shipped,30980.00
3958,41035,99,2025-01-26 03:42:00+03,ready,159515.00
3959,41058,110,2025-01-26 03:51:00+03,completed,187680.00
3960,41081,1,2025-01-26 04:00:00+03,cancelled,33460.00
3961,41104,12,2025-01-26 04:09:00+03,created,188175.00
3962,41127,23,2025-01-26 04:18:00+03,paid,124370.00
3963,41150,34,2025-01-26 04:27:00+03,shipped,15290.00
3964,41173,45,2025-01-26 04:36:00+03,ready,83585.00
3965,41196,56,2025-01-26 04:45:00+03,completed,301685.00
3966,41219,67,2025-01-26 04:54:00+03,cancelled,54895.00
3967,41242,78,2025-01-26 05:03:00+03,created,222245.00
3968,41265,89,2025-01-26 05:12:00+03,paid,303750.00
3969,41288,100,2025-01-26 05:21:00+03,shipped,53400.00
3970,41311,111,2025-01-26 05:30:00+03,ready,39855.00
3971,41334,2,2025-01-26 05:39:00+03,completed,212165.00
3972,41357,13,2025-01-26 05:48:00+03,cancelled,126105.00
3973,41380,24,2025-01-26 05:57:00+03,created,80115.00
3974,41403,35,2025-01-26 06:06:00+03,paid,236605.00
3975,41426,46,2025-01-26 06:15:00+03,shipped,19085.00
3976,41449,57,2025-01-26 06:24:00+03,ready,50850.00
3977,41472,68,2025-01-26 06:33:00+03,completed,78795.00
3978,41495,79,2025-01-26 06:42:00+03,cancelled,99090.00
3979,41518,90,2025-01-26 06:51:00+03,created,131735.00
3980,41541,101,2025-01-26 07:00:00+03,paid,169035.00
3981,41564,112,2025-01-26 07:09:00+03,shipped,75645.00
3982,41587,3,2025-01-26 07:18:00+03,ready,80245.00
3983,41610,14,2025-01-26 07:27:00+03,completed,110250.00
3984,41633,25,2025-01-26 07:36:00+03,cancelled,39800.00
3985,41656,36,2025-01-26 07:45:00+03,created,164405.00
3986,41679,47,2025-01-26 07:54:00+03,paid,269690.00
3987,41702,58,2025-01-26 08:03:00+03,shipped,124180.00
3988,41725,69,2025-01-26 08:12:00+03,ready,79115.00
3989,41748,80,2025-01-26 08:21:00+03,completed,72580.00
3990,41771,91,2025-01-26 08:30:00+03,cancelled,21360.00
3991,41794,102,2025-01-26 08:39:00+03,created,147350.00
3992,41817,113,2025-01-26 08:48:00+03,paid,236870.00
3993,41840,4,2025-01-26 08:57:00+03,shipped,38465.00
3994,41863,15,2025-01-26 09:06:00+03,ready,301335.00
3995,41886,26,2025-01-26 09:15:00+03,completed,152535.00
3996,41909,37,2025-01-26 09:24:00+03,cancelled,16395.00
3997,41932,48,2025-01-26 09:33:00+03,created,65745.00
3998,41955,59,2025-01-26 09:42:00+03,paid,125075.00
3999,41978,70,2025-01-26 09:51:00+03,shipped,41075.00
4000,42001,81,2025-01-26 10:00:00+03,ready,78630.00
4001,42024,92,2025-01-26 10:09:00+03,completed,282690.00
4002,42047,103,2025-01-26 10:18:00+03,cancelled,42105.00
4003,42070,114,2025-01-26 10:27:00+03,created,31465.00
4004,42093,5,2025-01-26 10:36:00+03,paid,91280.00
4005,42116,16,2025-01-26 10:45:00+03,shipped,58235.00
4006,42139,27,2025-01-26 10:54:00+03,ready,101700.00
4007,42162,38,2025-01-26 11:03:00+03,completed,298270.00
4008,42185,49,2025-01-26 11:12:00+03,cancelled,27865.00
4009,42208,60,2025-01-26 11:21:00+03,created,91710.00
4010,42231,71,2025-01-26 11:30:00+03,paid,62585.00
4011,42254,82,2025-01-26 11:39:00+03,shipped,72995.00
4012,42277,93,2025-01-26 11:48:00+03,ready,194995.00
4013,42300,104,2025-01-26 11:57:00+03,completed,101275.00
4014,42323,115,2025-01-26 12:06:00+03,cancelled,171975.00
4015,42346,6,2025-01-26 12:15:00+03,created,43030.00
4016,42369,17,2025-01-26 12:24:00+03,paid,87615.00
4017,42392,28,2025-01-26 12:33:00+03,shipped,33180.00
4018,42415,39,2025-01-26 12:42:00+03,ready,161440.00
4019,42438,50,2025-01-26 12:51:00+03,completed,186855.00
4020,42461,61,2025-01-26 13:00:00+03,cancelled,32635.00
4021,42484,72,2025-01-26 13:09:00+03,created,186525.00
4022,42507,83,2025-01-26 13:18:00+03,paid,121070.00
4023,42530,94,2025-01-26 13:27:00+03,shipped,15290.00
4024,42553,105,2025-01-26 13:36:00+03,ready,81110.00
4025,42576,116,2025-01-26 13:45:00+03,completed,310485.00
4026,42599,7,2025-01-26 13:54:00+03,cancelled,54895.00
4027,42622,18,2025-01-26 14:03:00+03,created,225820.00
4028,42645,29,2025-01-26 14:12:00+03,paid,300450.00
4029,42668,40,2025-01-26 14:21:00+03,shipped,51750.00
4030,42691,51,2025-01-26 14:30:00+03,ready,40405.00
4031,42714,62,2025-01-26 14:39:00+03,completed,206390.00
4032,42737,73,2025-01-26 14:48:00+03,cancelled,124455.00
4033,42760,84,2025-01-26 14:57:00+03,created,77640.00
4034,42783,95,2025-01-26 15:06:00+03,paid,231655.00
4035,42806,106,2025-01-26 15:15:00+03,shipped,23485.00
4036,42829,117,2025-01-26 15:24:00+03,ready,50025.00
4037,42852,8,2025-01-26 15:33:00+03,completed,72195.00
4038,42875,19,2025-01-26 15:42:00+03,cancelled,97440.00
4039,42898,30,2025-01-26 15:51:00+03,created,133935.00
4040,42921,41,2025-01-26 16:00:00+03,paid,170960.00
4041,42944,52,2025-01-26 16:09:00+03,shipped,73995.00
4042,42967,63,2025-01-26 16:18:00+03,ready,76945.00
4043,42990,74,2025-01-26 16:27:00+03,completed,106125.00
4044,43013,85,2025-01-26 16:36:00+03,cancelled,43375.00
4045,43036,96,2025-01-26 16:45:00+03,created,171005.00
4046,43059,107,2025-01-26 16:54:00+03,paid,265565.00
4047,43082,118,2025-01-26 17:03:00+03,shipped,123355.00
4048,43105,9,2025-01-26 17:12:00+03,ready,76640.00
4049,43128,20,2025-01-26 17:21:00+03,completed,83580.00
4050,43151,31,2025-01-26 17:30:00+03,cancelled,23560.00
4051,43174,42,2025-01-26 17:39:00+03,created,144875.00
4052,43197,53,2025-01-26 17:48:00+03,paid,235220.00
4053,43220,64,2025-01-26 17:57:00+03,shipped,37640.00
4054,43243,75,2025-01-26 18:06:00+03,ready,307935.00
4055,43266,86,2025-01-26 18:15:00+03,completed,153085.00
4056,43289,97,2025-01-26 18:24:00+03,cancelled,15570.00
4057,43312,108,2025-01-26 18:33:00+03,created,61620.00
4058,43335,119,2025-01-26 18:42:00+03,paid,124250.00
4059,43358,10,2025-01-26 18:51:00+03,shipped,43275.00
4060,43381,21,2025-01-26 19:00:00+03,ready,83030.00
4061,43404,32,2025-01-26 19:09:00+03,completed,279390.00
4062,43427,43,2025-01-26 19:18:00+03,cancelled,41280.00
4063,43450,54,2025-01-26 19:27:00+03,created,29815.00
4064,43473,65,2025-01-26 19:36:00+03,paid,91005.00
4065,43496,76,2025-01-26 19:45:00+03,shipped,58235.00
4066,43519,87,2025-01-26 19:54:00+03,ready,99225.00
4067,43542,98,2025-01-26 20:03:00+03,completed,304045.00
4068,43565,109,2025-01-26 20:12:00+03,cancelled,26215.00
4069,43588,120,2025-01-26 20:21:00+03,created,95285.00
4070,43611,11,2025-01-26 20:30:00+03,paid,59285.00
4071,43634,22,2025-01-26 20:39:00+03,shipped,71345.00
4072,43657,33,2025-01-26 20:48:00+03,ready,195545.00
4073,43680,44,2025-01-26 20:57:00+03,completed,96325.00
4074,43703,55,2025-01-26 21:06:00+03,cancelled,176375.00
4075,43726,66,2025-01-26 21:15:00+03,created,40555.00
4076,43749,77,2025-01-26 21:24:00+03,paid,91740.00
4077,43772,88,2025-01-26 21:33:00+03,shipped,31530.00
4078,43795,99,2025-01-26 21:42:00+03,ready,160615.00
4079,43818,110,2025-01-26 21:51:00+03,completed,189330.00
4080,43841,1,2025-01-26 22:00:00+03,cancelled,30985.00
4081,43864,12,2025-01-26 22:09:00+03,created,186250.00
4082,43887,23,2025-01-26 22:18:00+03,paid,122995.00
4083,43910,34,2025-01-26 22:27:00+03,shipped,13640.00
4084,43933,45,2025-01-26 22:36:00+03,ready,78635.00
4085,43956,56,2025-01-26 22:45:00+03,completed,306360.00
4086,43979,67,2025-01-26 22:54:00+03,cancelled,58470.00
4087,44002,78,2025-01-26 23:03:00+03,created,223345.00
4088,44025,89,2025-01-26 23:12:00+03,paid,305400.00
4089,44048,100,2025-01-26 23:21:00+03,shipped,53950.00
4090,44071,111,2025-01-26 23:30:00+03,ready,37930.00
4091,44094,2,2025-01-26 23:39:00+03,completed,210790.00
4092,44117,13,2025-01-26 23:48:00+03,cancelled,123630.00
4093,44140,24,2025-01-26 23:57:00+03,created,75165.00
4094,44163,35,2025-01-27 00:06:00+03,paid,229180.00
4095,44186,46,2025-01-27 00:15:00+03,shipped,22660.00
4096,44209,57,2025-01-27 00:24:00+03,ready,56625.00
4097,44232,68,2025-01-27 00:33:00+03,completed,74395.00
4098,44255,79,2025-01-27 00:42:00+03,cancelled,96615.00
4099,44278,90,2025-01-27 00:51:00+03,created,129810.00
4100,44301,101,2025-01-27 01:00:00+03,paid,170135.00
4101,44324,112,2025-01-27 01:09:00+03,shipped,73170.00
4102,44347,3,2025-01-27 01:18:00+03,ready,75295.00
4103,44370,14,2025-01-27 01:27:00+03,completed,102825.00
4104,44393,25,2025-01-27 01:36:00+03,cancelled,43375.00
4105,44416,36,2025-01-27 01:45:00+03,created,168530.00
4106,44439,47,2025-01-27 01:54:00+03,paid,265290.00
4107,44462,58,2025-01-27 02:03:00+03,shipped,123355.00
4108,44485,69,2025-01-27 02:12:00+03,ready,74165.00
4109,44508,80,2025-01-27 02:21:00+03,completed,80280.00
4110,44531,91,2025-01-27 02:30:00+03,cancelled,21910.00
4111,44554,102,2025-01-27 02:39:00+03,created,151475.00
4112,44577,113,2025-01-27 02:48:00+03,paid,238520.00
4113,44600,4,2025-01-27 02:57:00+03,shipped,35990.00
4114,44623,15,2025-01-27 03:06:00+03,ready,305460.00
4115,44646,26,2025-01-27 03:15:00+03,completed,148135.00
4116,44669,37,2025-01-27 03:24:00+03,cancelled,19970.00
4117,44692,48,2025-01-27 03:33:00+03,created,60795.00
4118,44715,59,2025-01-27 03:42:00+03,paid,126725.00
4119,44738,70,2025-01-27 03:51:00+03,shipped,41625.00
4120,44761,81,2025-01-27 04:00:00+03,ready,82205.00
4121,44784,92,2025-01-27 04:09:00+03,completed,290390.00
4122,44807,103,2025-01-27 04:18:00+03,cancelled,39630.00
4123,44830,114,2025-01-27 04:27:00+03,created,26515.00
4124,44853,5,2025-01-27 04:36:00+03,paid,86880.00
4125,44876,16,2025-01-27 04:45:00+03,shipped,61810.00
4126,44899,27,2025-01-27 04:54:00+03,ready,105825.00
4127,44922,38,2025-01-27 05:03:00+03,completed,299920.00
4128,44945,49,2025-01-27 05:12:00+03,cancelled,25390.00
4129,44968,60,2025-01-27 05:21:00+03,created,92810.00
4130,44991,71,2025-01-27 05:30:00+03,paid,64235.00
4131,45014,82,2025-01-27 05:39:00+03,shipped,73545.00
4132,45037,93,2025-01-27 05:48:00+03,ready,193070.00
4133,45060,104,2025-01-27 05:57:00+03,completed,100725.00
4134,45083,115,2025-01-27 06:06:00+03,cancelled,175550.00
4135,45106,6,2025-01-27 06:15:00+03,created,47155.00
4136,45129,17,2025-01-27 06:24:00+03,paid,92290.00
4137,45152,28,2025-01-27 06:33:00+03,shipped,30705.00
4138,45175,39,2025-01-27 06:42:00+03,ready,156490.00
4139,45198,50,2025-01-27 06:51:00+03,completed,188505.00
4140,45221,61,2025-01-27 07:00:00+03,cancelled,33185.00
4141,45244,72,2025-01-27 07:09:00+03,created,190650.00
4142,45267,83,2025-01-27 07:18:00+03,paid,119695.00
4143,45290,94,2025-01-27 07:27:00+03,shipped,12815.00
4144,45313,105,2025-01-27 07:36:00+03,ready,76985.00
4145,45336,116,2025-01-27 07:45:00+03,completed,303060.00
4146,45359,7,2025-01-27 07:54:00+03,cancelled,58470.00
4147,45382,18,2025-01-27 08:03:00+03,created,220870.00
4148,45405,29,2025-01-27 08:12:00+03,paid,311175.00
4149,45428,40,2025-01-27 08:21:00+03,shipped,52300.00
4150,45451,51,2025-01-27 08:30:00+03,ready,41505.00
4151,45474,62,2025-01-27 08:39:00+03,completed,214090.00
4152,45497,73,2025-01-27 08:48:00+03,cancelled,121980.00
4153,45520,84,2025-01-27 08:57:00+03,created,75715.00
4154,45543,95,2025-01-27 09:06:00+03,paid,224230.00
4155,45566,106,2025-01-27 09:15:00+03,shipped,21010.00
4156,45589,117,2025-01-27 09:24:00+03,ready,54150.00
4157,45612,8,2025-01-27 09:33:00+03,completed,78520.00
4158,45635,19,2025-01-27 09:42:00+03,cancelled,101015.00
4159,45658,30,2025-01-27 09:51:00+03,created,128985.00
4160,45681,41,2025-01-27 10:00:00+03,paid,172610.00
4161,45704,52,2025-01-27 10:09:00+03,shipped,71520.00
4162,45727,63,2025-01-27 10:18:00+03,ready,75020.00
4163,45750,74,2025-01-27 10:27:00+03,completed,104750.00
4164,45773,85,2025-01-27 10:36:00+03,cancelled,41725.00
4165,45796,96,2025-01-27 10:45:00+03,created,166055.00
4166,45819,107,2025-01-27 10:54:00+03,paid,261165.00
4167,45842,118,2025-01-27 11:03:00+03,shipped,126930.00
4168,45865,9,2025-01-27 11:12:00+03,ready,80765.00
4169,45888,20,2025-01-27 11:21:00+03,completed,76155.00
4170,45911,31,2025-01-27 11:30:00+03,cancelled,21085.00
4171,45934,42,2025-01-27 11:39:00+03,created,149000.00
4172,45957,53,2025-01-27 11:48:00+03,paid,242920.00
4173,45980,64,2025-01-27 11:57:00+03,shipped,38190.00
4174,46003,75,2025-01-27 12:06:00+03,ready,302985.00
4175,46026,86,2025-01-27 12:15:00+03,completed,145660.00
4176,46049,97,2025-01-27 12:24:00+03,cancelled,19145.00
4177,46072,108,2025-01-27 12:33:00+03,created,67395.00
4178,46095,119,2025-01-27 12:42:00+03,paid,128925.00
4179,46118,10,2025-01-27 12:51:00+03,shipped,40800.00
4180,46141,21,2025-01-27 13:00:00+03,ready,78080.00
4181,46164,32,2025-01-27 13:09:00+03,completed,289565.00
4182,46187,43,2025-01-27 13:18:00+03,cancelled,41830.00
4183,46210,54,2025-01-27 13:27:00+03,created,30915.00
4184,46233,65,2025-01-27 13:36:00+03,paid,83580.00
4185,46256,76,2025-01-27 13:45:00+03,shipped,61810.00
4186,46279,87,2025-01-27 13:54:00+03,ready,103350.00
4187,46302,98,2025-01-27 14:03:00+03,completed,299645.00
4188,46325,109,2025-01-27 14:12:00+03,cancelled,25390.00
4189,46348,120,2025-01-27 14:21:00+03,created,90335.00
4190,46371,11,2025-01-27 14:30:00+03,paid,70010.00
4191,46394,22,2025-01-27 14:39:00+03,shipped,71895.00
4192,46417,33,2025-01-27 14:48:00+03,ready,196645.00
4193,46440,44,2025-01-27 14:57:00+03,completed,104025.00
4194,46463,55,2025-01-27 15:06:00+03,cancelled,173900.00
4195,46486,66,2025-01-27 15:15:00+03,created,44680.00
4196,46509,77,2025-01-27 15:24:00+03,paid,87340.00
4197,46532,88,2025-01-27 15:33:00+03,shipped,35105.00
4198,46555,99,2025-01-27 15:42:00+03,ready,155665.00
4199,46578,110,2025-01-27 15:51:00+03,completed,190980.00
4200,46601,1,2025-01-27 16:00:00+03,cancelled,31535.00
4201,46624,12,2025-01-27 16:09:00+03,created,189825.00
4202,46647,23,2025-01-27 16:18:00+03,paid,124645.00
4203,46670,34,2025-01-27 16:27:00+03,shipped,11165.00
4204,46693,45,2025-01-27 16:36:00+03,ready,76710.00
4205,46716,56,2025-01-27 16:45:00+03,completed,304985.00
4206,46739,67,2025-01-27 16:54:00+03,cancelled,55995.00
4207,46762,78,2025-01-27 17:03:00+03,created,227470.00
4208,46785,89,2025-01-27 17:12:00+03,paid,307050.00
4209,46808,100,2025-01-27 17:21:00+03,shipped,51475.00
4210,46831,111,2025-01-27 17:30:00+03,ready,39030.00
4211,46854,2,2025-01-27 17:39:00+03,completed,212440.00
4212,46877,13,2025-01-27 17:48:00+03,cancelled,124180.00
4213,46900,24,2025-01-27 17:57:00+03,created,73240.00
4214,46923,35,2025-01-27 18:06:00+03,paid,228630.00
4215,46946,46,2025-01-27 18:15:00+03,shipped,20185.00
4216,46969,57,2025-01-27 18:24:00+03,ready,51675.00
4217,46992,68,2025-01-27 18:33:00+03,completed,76045.00
4218,47015,79,2025-01-27 18:42:00+03,cancelled,100190.00
4219,47038,90,2025-01-27 18:51:00+03,created,133935.00
4220,47061,101,2025-01-27 19:00:00+03,paid,174810.00
4221,47084,112,2025-01-27 19:09:00+03,shipped,73720.00
4222,47107,3,2025-01-27 19:18:00+03,ready,79420.00
4223,47130,14,2025-01-27 19:27:00+03,completed,101450.00
4224,47153,25,2025-01-27 19:36:00+03,cancelled,40900.00
4225,47176,36,2025-01-27 19:45:00+03,created,164405.00
4226,47199,47,2025-01-27 19:54:00+03,paid,257865.00
4227,47222,58,2025-01-27 20:03:00+03,shipped,126930.00
4228,47245,69,2025-01-27 20:12:00+03,ready,78290.00
4229,47268,80,2025-01-27 20:21:00+03,completed,84955.00
4230,47291,91,2025-01-27 20:30:00+03,cancelled,25485.00
4231,47314,102,2025-01-27 20:39:00+03,created,146525.00
4232,47337,113,2025-01-27 20:48:00+03,paid,237145.00
4233,47360,4,2025-01-27 20:57:00+03,shipped,36540.00
4234,47383,15,2025-01-27 21:06:00+03,ready,303535.00
4235,47406,26,2025-01-27 21:15:00+03,completed,140710.00
4236,47429,37,2025-01-27 21:24:00+03,cancelled,17495.00
4237,47452,48,2025-01-27 21:33:00+03,created,64920.00
4238,47475,59,2025-01-27 21:42:00+03,paid,123975.00
4239,47498,70,2025-01-27 21:51:00+03,shipped,45200.00
4240,47521,81,2025-01-27 22:00:00+03,ready,77255.00
4241,47544,92,2025-01-27 22:09:00+03,completed,282965.00
4242,47567,103,2025-01-27 22:18:00+03,cancelled,40180.00
4243,47590,114,2025-01-27 22:27:00+03,created,30640.00
4244,47613,5,2025-01-27 22:36:00+03,paid,94580.00
4245,47636,16,2025-01-27 22:45:00+03,shipped,60160.00
4246,47659,27,2025-01-27 22:54:00+03,ready,100875.00
4247,47682,38,2025-01-27 23:03:00+03,completed,295520.00
4248,47705,49,2025-01-27 23:12:00+03,cancelled,28965.00
4249,47728,60,2025-01-27 23:21:00+03,created,96935.00
4250,47751,71,2025-01-27 23:30:00+03,paid,65885.00
4251,47774,82,2025-01-27 23:39:00+03,shipped,71070.00
4252,47797,93,2025-01-27 23:48:00+03,ready,194170.00
4253,47820,104,2025-01-27 23:57:00+03,completed,102375.00
4254,47843,115,2025-01-28 00:06:00+03,cancelled,176100.00
4255,47866,6,2025-01-28 00:15:00+03,created,42205.00
4256,47889,17,2025-01-28 00:24:00+03,paid,84865.00
4257,47912,28,2025-01-28 00:33:00+03,shipped,34280.00
4258,47935,39,2025-01-28 00:42:00+03,ready,162265.00
4259,47958,50,2025-01-28 00:51:00+03,completed,193180.00
4260,47981,61,2025-01-28 01:00:00+03,cancelled,30710.00
4261,48004,72,2025-01-28 01:09:00+03,created,185700.00
4262,48027,83,2025-01-28 01:18:00+03,paid,123820.00
4263,48050,94,2025-01-28 01:27:00+03,shipped,13365.00
4264,48073,105,2025-01-28 01:36:00+03,ready,81110.00
4265,48096,116,2025-01-28 01:45:00+03,completed,301685.00
4266,48119,7,2025-01-28 01:54:00+03,cancelled,55995.00
4267,48142,18,2025-01-28 02:03:00+03,created,228020.00
4268,48165,29,2025-01-28 02:12:00+03,paid,306775.00
4269,48188,40,2025-01-28 02:21:00+03,shipped,55875.00
4270,48211,51,2025-01-28 02:30:00+03,ready,36555.00
4271,48234,62,2025-01-28 02:39:00+03,completed,218215.00
4272,48257,73,2025-01-28 02:48:00+03,cancelled,122530.00
4273,48280,84,2025-01-28 02:57:00+03,created,76815.00
4274,48303,95,2025-01-28 03:06:00+03,paid,231930.00
4275,48326,106,2025-01-28 03:15:00+03,shipped,18535.00
4276,48349,117,2025-01-28 03:24:00+03,ready,52225.00
4277,48372,8,2025-01-28 03:33:00+03,completed,71095.00
4278,48395,19,2025-01-28 03:42:00+03,cancelled,98540.00
4279,48418,30,2025-01-28 03:51:00+03,created,133110.00
4280,48441,41,2025-01-28 04:00:00+03,paid,177285.00
4281,48464,52,2025-01-28 04:09:00+03,shipped,72070.00
4282,48487,63,2025-01-28 04:18:00+03,ready,78595.00
4283,48510,74,2025-01-28 04:27:00+03,completed,106400.00
4284,48533,85,2025-01-28 04:36:00+03,cancelled,39250.00
4285,48556,96,2025-01-28 04:45:00+03,created,164130.00
4286,48579,107,2025-01-28 04:54:00+03,paid,259790.00
4287,48602,118,2025-01-28 05:03:00+03,shipped,124455.00
4288,48625,9,2025-01-28 05:12:00+03,ready,75815.00
4289,48648,20,2025-01-28 05:21:00+03,completed,80830.00
4290,48671,31,2025-01-28 05:30:00+03,cancelled,24660.00
4291,48694,42,2025-01-28 05:39:00+03,created,153125.00
4292,48717,53,2025-01-28 05:48:00+03,paid,235495.00
4293,48740,64,2025-01-28 05:57:00+03,shipped,35715.00
4294,48763,75,2025-01-28 06:06:00+03,ready,301060.00
4295,48786,86,2025-01-28 06:15:00+03,completed,145110.00
4296,48809,97,2025-01-28 06:24:00+03,cancelled,16670.00
4297,48832,108,2025-01-28 06:33:00+03,created,62445.00
4298,48855,119,2025-01-28 06:42:00+03,paid,121500.00
4299,48878,10,2025-01-28 06:51:00+03,shipped,44375.00
4300,48901,21,2025-01-28 07:00:00+03,ready,82205.00
4301,48924,32,2025-01-28 07:09:00+03,completed,285165.00
4302,48947,43,2025-01-28 07:18:00+03,cancelled,39355.00
4303,48970,54,2025-01-28 07:27:00+03,created,28990.00
4304,48993,65,2025-01-28 07:36:00+03,paid,91280.00
4305,49016,76,2025-01-28 07:45:00+03,shipped,62360.00
4306,49039,87,2025-01-28 07:54:00+03,ready,107475.00
4307,49062,98,2025-01-28 08:03:00+03,completed,292220.00
4308,49085,109,2025-01-28 08:12:00+03,cancelled,28965.00
4309,49108,120,2025-01-28 08:21:00+03,created,94460.00
4310,49131,11,2025-01-28 08:30:00+03,paid,65610.00
4311,49154,22,2025-01-28 08:39:00+03,shipped,75470.00
4312,49177,33,2025-01-28 08:48:00+03,ready,191695.00
4313,49200,44,2025-01-28 08:57:00+03,completed,105675.00
4314,49223,55,2025-01-28 09:06:00+03,cancelled,174450.00
4315,49246,66,2025-01-28 09:15:00+03,created,48805.00
4316,49269,77,2025-01-28 09:24:00+03,paid,88990.00
4317,49292,88,2025-01-28 09:33:00+03,shipped,32630.00
4318,49315,99,2025-01-28 09:42:00+03,ready,159790.00
4319,49338,110,2025-01-28 09:51:00+03,completed,188230.00
4320,49361,1,2025-01-28 10:00:00+03,cancelled,35110.00
4321,49384,12,2025-01-28 10:09:00+03,created,184875.00
4322,49407,23,2025-01-28 10:18:00+03,paid,126295.00
4323,49430,34,2025-01-28 10:27:00+03,shipped,11715.00
4324,49453,45,2025-01-28 10:36:00+03,ready,77810.00
4325,49476,56,2025-01-28 10:45:00+03,completed,306635.00
4326,49499,67,2025-01-28 10:54:00+03,cancelled,54345.00
4327,49522,78,2025-01-28 11:03:00+03,created,225545.00
4328,49545,89,2025-01-28 11:12:00+03,paid,302650.00
4329,49568,100,2025-01-28 11:21:00+03,shipped,55050.00
4330,49591,111,2025-01-28 11:30:00+03,ready,43155.00
4331,49614,2,2025-01-28 11:39:00+03,completed,214090.00
4332,49637,13,2025-01-28 11:48:00+03,cancelled,121705.00
4333,49660,24,2025-01-28 11:57:00+03,created,74340.00
4334,49683,35,2025-01-28 12:06:00+03,paid,230280.00
4335,49706,46,2025-01-28 12:15:00+03,shipped,20735.00
4336,49729,57,2025-01-28 12:24:00+03,ready,49750.00
4337,49752,68,2025-01-28 12:33:00+03,completed,74670.00
4338,49775,79,2025-01-28 12:42:00+03,cancelled,97715.00
4339,49798,90,2025-01-28 12:51:00+03,created,130635.00
4340,49821,101,2025-01-28 13:00:00+03,paid,176460.00
4341,49844,112,2025-01-28 13:09:00+03,shipped,71245.00
4342,49867,3,2025-01-28 13:18:00+03,ready,74470.00
4343,49890,14,2025-01-28 13:27:00+03,completed,105575.00
