id,category_id,name,description,price
1250,10,Router 0063,Router generation 63 for category Networking,7190.00
1251,11,Appliance 0063,Appliance generation 63 for category Kitchen Appliances,10280.00
1252,12,Office Device 0063,Office Device generation 63 for category Office Equipment,15370.00
1253,13,Wearable 0063,Wearable generation 63 for category Wearables,13460.00
1254,14,Camera 0063,Camera generation 63 for category Cameras,48550.00
1255,15,Book 0063,Book generation 63 for category Books,3090.00
1256,16,TV 0063,TV generation 63 for category TVs,57280.00
1257,17,Speaker 0063,Speaker generation 63 for category Audio,12370.00
1258,18,Printer 0063,Printer generation 63 for category Printers,20460.00
1259,19,Component 0063,Component generation 63 for category Components,17550.00
1260,20,Charger 0063,Charger generation 63 for category Charging,4190.00
1261,1,Smartphone 0064,Smartphone generation 64 for category Smartphones,27555.00
1262,2,Laptop 0064,Laptop generation 64 for category Laptops,72645.00
1263,3,Tablet 0064,Tablet generation 64 for category Tablets,32735.00
1264,4,Headphones 0064,Headphones generation 64 for category Headphones,11825.00
1265,5,Smart Device 0064,Smart Device generation 64 for category Smart Home,6965.00
1266,6,Gaming Gear 0064,Gaming Gear generation 64 for category Gaming,9555.00
1267,7,Monitor 0064,Monitor generation 64 for category Monitors,24645.00
1268,8,Storage 0064,Storage generation 64 for category Storage,8235.00
1269,9,Accessory 0064,Accessory generation 64 for category Accessories,4325.00
1270,10,Router 0064,Router generation 64 for category Networking,7465.00
1271,11,Appliance 0064,Appliance generation 64 for category Kitchen Appliances,10555.00
1272,12,Office Device 0064,Office Device generation 64 for category Office Equipment,15645.00
1273,13,Wearable 0064,Wearable generation 64 for category Wearables,13735.00
1274,14,Camera 0064,Camera generation 64 for category Cameras,48825.00
1275,15,Book 0064,Book generation 64 for category Books,3365.00
1276,16,TV 0064,TV generation 64 for category TVs,57555.00
1277,17,Speaker 0064,Speaker generation 64 for category Audio,12645.00
1278,18,Printer 0064,Printer generation 64 for category Printers,20735.00
1279,19,Component 0064,Component generation 64 for category Components,17825.00
1280,20,Charger 0064,Charger generation 64 for category Charging,4465.00
1281,1,Smartphone 0065,Smartphone generation 65 for category Smartphones,27830.00
1282,2,Laptop 0065,Laptop generation 65 for category Laptops,72920.00
1283,3,Tablet 0065,Tablet generation 65 for category Tablets,33010.00
1284,4,Headphones 0065,Headphones generation 65 for category Headphones,12100.00
1285,5,Smart Device 0065,Smart Device generation 65 for category Smart Home,7240.00
1286,6,Gaming Gear 0065,Gaming Gear generation 65 for category Gaming,9830.00
1287,7,Monitor 0065,Monitor generation 65 for category Monitors,24920.00
1288,8,Storage 0065,Storage generation 65 for category Storage,8510.00
1289,9,Accessory 0065,Accessory generation 65 for category Accessories,4600.00
1290,10,Router 0065,Router generation 65 for category Networking,7740.00
1291,11,Appliance 0065,Appliance generation 65 for category Kitchen Appliances,10830.00
1292,12,Office Device 0065,Office Device generation 65 for category Office Equipment,15920.00
1293,13,Wearable 0065,Wearable generation 65 for category Wearables,14010.00
1294,14,Camera 0065,Camera generation 65 for category Cameras,49100.00
1295,15,Book 0065,Book generation 65 for category Books,3640.00
1296,16,TV 0065,TV generation 65 for category TVs,57830.00
1297,17,Speaker 0065,Speaker generation 65 for category Audio,12920.00
1298,18,Printer 0065,Printer generation 65 for category Printers,21010.00
1299,19,Component 0065,Component generation 65 for category Components,18100.00
1300,20,Charger 0065,Charger generation 65 for category Charging,4740.00
1301,1,Smartphone 0066,Smartphone generation 66 for category Smartphones,25080.00
1302,2,Laptop 0066,Laptop generation 66 for category Laptops,70170.00
1303,3,Tablet 0066,Tablet generation 66 for category Tablets,30260.00
1304,4,Headphones 0066,Headphones generation 66 for category Headphones,9350.00
1305,5,Smart Device 0066,Smart Device generation 66 for category Smart Home,4490.00
1306,6,Gaming Gear 0066,Gaming Gear generation 66 for category Gaming,7080.00
1307,7,Monitor 0066,Monitor generation 66 for category Monitors,22170.00
1308,8,Storage 0066,Storage generation 66 for category Storage,5760.00
1309,9,Accessory 0066,Accessory generation 66 for category Accessories,1850.00
1310,10,Router 0066,Router generation 66 for category Networking,4990.00
1311,11,Appliance 0066,Appliance generation 66 for category Kitchen Appliances,8080.00
1312,12,Office Device 0066,Office Device generation 66 for category Office Equipment,13170.00
1313,13,Wearable 0066,Wearable generation 66 for category Wearables,11260.00
1314,14,Camera 0066,Camera generation 66 for category Cameras,46350.00
1315,15,Book 0066,Book generation 66 for category Books,890.00
1316,16,TV 0066,TV generation 66 for category TVs,55080.00
1317,17,Speaker 0066,Speaker generation 66 for category Audio,10170.00
1318,18,Printer 0066,Printer generation 66 for category Printers,18260.00
1319,19,Component 0066,Component generation 66 for category Components,15350.00
1320,20,Charger 0066,Charger generation 66 for category Charging,1990.00
1321,1,Smartphone 0067,Smartphone generation 67 for category Smartphones,25355.00
1322,2,Laptop 0067,Laptop generation 67 for category Laptops,70445.00
1323,3,Tablet 0067,Tablet generation 67 for category Tablets,30535.00
1324,4,Headphones 0067,Headphones generation 67 for category Headphones,9625.00
1325,5,Smart Device 0067,Smart Device generation 67 for category Smart Home,4765.00
1326,6,Gaming Gear 0067,Gaming Gear generation 67 for category Gaming,7355.00
1327,7,Monitor 0067,Monitor generation 67 for category Monitors,22445.00
1328,8,Storage 0067,Storage generation 67 for category Storage,6035.00
1329,9,Accessory 0067,Accessory generation 67 for category Accessories,2125.00
1330,10,Router 0067,Router generation 67 for category Networking,5265.00
1331,11,Appliance 0067,Appliance generation 67 for category Kitchen Appliances,8355.00
1332,12,Office Device 0067,Office Device generation 67 for category Office Equipment,13445.00
1333,13,Wearable 0067,Wearable generation 67 for category Wearables,11535.00
1334,14,Camera 0067,Camera generation 67 for category Cameras,46625.00
1335,15,Book 0067,Book generation 67 for category Books,1165.00
1336,16,TV 0067,TV generation 67 for category TVs,55355.00
1337,17,Speaker 0067,Speaker generation 67 for category Audio,10445.00
1338,18,Printer 0067,Printer generation 67 for category Printers,18535.00
1339,19,Component 0067,Component generation 67 for category Components,15625.00
1340,20,Charger 0067,Charger generation 67 for category Charging,2265.00
1341,1,Smartphone 0068,Smartphone generation 68 for category Smartphones,25630.00
1342,2,Laptop 0068,Laptop generation 68 for category Laptops,70720.00
1343,3,Tablet 0068,Tablet generation 68 for category Tablets,30810.00
1344,4,Headphones 0068,Headphones generation 68 for category Headphones,9900.00
1345,5,Smart Device 0068,Smart Device generation 68 for category Smart Home,5040.00
1346,6,Gaming Gear 0068,Gaming Gear generation 68 for category Gaming,7630.00
1347,7,Monitor 0068,Monitor generation 68 for category Monitors,22720.00
1348,8,Storage 0068,Storage generation 68 for category Storage,6310.00
1349,9,Accessory 0068,Accessory generation 68 for category Accessories,2400.00
1350,10,Router 0068,Router generation 68 for category Networking,5540.00
1351,11,Appliance 0068,Appliance generation 68 for category Kitchen Appliances,8630.00
1352,12,Office Device 0068,Office Device generation 68 for category Office Equipment,13720.00
1353,13,Wearable 0068,Wearable generation 68 for category Wearables,11810.00
1354,14,Camera 0068,Camera generation 68 for category Cameras,46900.00
1355,15,Book 0068,Book generation 68 for category Books,1440.00
1356,16,TV 0068,TV generation 68 for category TVs,55630.00
1357,17,Speaker 0068,Speaker generation 68 for category Audio,10720.00
1358,18,Printer 0068,Printer generation 68 for category Printers,18810.00
1359,19,Component 0068,Component generation 68 for category Components,15900.00
1360,20,Charger 0068,Charger generation 68 for category Charging,2540.00
1361,1,Smartphone 0069,Smartphone generation 69 for category Smartphones,25905.00
1362,2,Laptop 0069,Laptop generation 69 for category Laptops,70995.00
1363,3,Tablet 0069,Tablet generation 69 for category Tablets,31085.00
1364,4,Headphones 0069,Headphones generation 69 for category Headphones,10175.00
1365,5,Smart Device 0069,Smart Device generation 69 for category Smart Home,5315.00
1366,6,Gaming Gear 0069,Gaming Gear generation 69 for category Gaming,7905.00
1367,7,Monitor 0069,Monitor generation 69 for category Monitors,22995.00
1368,8,Storage 0069,Storage generation 69 for category Storage,6585.00
1369,9,Accessory 0069,Accessory generation 69 for category Accessories,2675.00
1370,10,Router 0069,Router generation 69 for category Networking,5815.00
1371,11,Appliance 0069,Appliance generation 69 for category Kitchen Appliances,8905.00
1372,12,Office Device 0069,Office Device generation 69 for category Office Equipment,13995.00
1373,13,Wearable 0069,Wearable generation 69 for category Wearables,12085.00
1374,14,Camera 0069,Camera generation 69 for category Cameras,47175.00
1375,15,Book 0069,Book generation 69 for category Books,1715.00
1376,16,TV 0069,TV generation 69 for category TVs,55905.00
1377,17,Speaker 0069,Speaker generation 69 for category Audio,10995.00
1378,18,Printer 0069,Printer generation 69 for category Printers,19085.00
1379,19,Component 0069,Component generation 69 for category Components,16175.00
1380,20,Charger 0069,Charger generation 69 for category Charging,2815.00
1381,1,Smartphone 0070,Smartphone generation 70 for category Smartphones,26180.00
1382,2,Laptop 0070,Laptop generation 70 for category Laptops,71270.00
1383,3,Tablet 0070,Tablet generation 70 for category Tablets,31360.00
1384,4,Headphones 0070,Headphones generation 70 for category Headphones,10450.00
1385,5,Smart Device 0070,Smart Device generation 70 for category Smart Home,5590.00
1386,6,Gaming Gear 0070,Gaming Gear generation 70 for category Gaming,8180.00
1387,7,Monitor 0070,Monitor generation 70 for category Monitors,23270.00
1388,8,Storage 0070,Storage generation 70 for category Storage,6860.00
1389,9,Accessory 0070,Accessory generation 70 for category Accessories,2950.00
1390,10,Router 0070,Router generation 70 for category Networking,6090.00
1391,11,Appliance 0070,Appliance generation 70 for category Kitchen Appliances,9180.00
1392,12,Office Device 0070,Office Device generation 70 for category Office Equipment,14270.00
1393,13,Wearable 0070,Wearable generation 70 for category Wearables,12360.00
1394,14,Camera 0070,Camera generation 70 for category Cameras,47450.00
1395,15,Book 0070,Book generation 70 for category Books,1990.00
1396,16,TV 0070,TV generation 70 for category TVs,56180.00
1397,17,Speaker 0070,Speaker generation 70 for category Audio,11270.00
1398,18,Printer 0070,Printer generation 70 for category Printers,19360.00
1399,19,Component 0070,Component generation 70 for category Components,16450.00
1400,20,Charger 0070,Charger generation 70 for category Charging,3090.00
1401,1,Smartphone 0071,Smartphone generation 71 for category Smartphones,26455.00
1402,2,Laptop 0071,Laptop generation 71 for category Laptops,71545.00
1403,3,Tablet 0071,Tablet generation 71 for category Tablets,31635.00
1404,4,Headphones 0071,Headphones generation 71 for category Headphones,10725.00
1405,5,Smart Device 0071,Smart Device generation 71 for category Smart Home,5865.00
1406,6,Gaming Gear 0071,Gaming Gear generation 71 for category Gaming,8455.00
1407,7,Monitor 0071,Monitor generation 71 for category Monitors,23545.00
1408,8,Storage 0071,Storage generation 71 for category Storage,7135.00
1409,9,Accessory 0071,Accessory generation 71 for category Accessories,3225.00
1410,10,Router 0071,Router generation 71 for category Networking,6365.00
1411,11,Appliance 0071,Appliance generation 71 for category Kitchen Appliances,9455.00
1412,12,Office Device 0071,Office Device generation 71 for category Office Equipment,14545.00
1413,13,Wearable 0071,Wearable generation 71 for category Wearables,12635.00
1414,14,Camera 0071,Camera generation 71 for category Cameras,47725.00
1415,15,Book 0071,Book generation 71 for category Books,2265.00
1416,16,TV 0071,TV generation 71 for category TVs,56455.00
1417,17,Speaker 0071,Speaker generation 71 for category Audio,11545.00
1418,18,Printer 0071,Printer generation 71 for category Printers,19635.00
1419,19,Component 0071,Component generation 71 for category Components,16725.00
1420,20,Charger 0071,Charger generation 71 for category Charging,3365.00
1421,1,Smartphone 0072,Smartphone generation 72 for category Smartphones,26730.00
1422,2,Laptop 0072,Laptop generation 72 for category Laptops,71820.00
1423,3,Tablet 0072,Tablet generation 72 for category Tablets,31910.00
1424,4,Headphones 0072,Headphones generation 72 for category Headphones,11000.00
1425,5,Smart Device 0072,Smart Device generation 72 for category Smart Home,6140.00
1426,6,Gaming Gear 0072,Gaming Gear generation 72 for category Gaming,8730.00
1427,7,Monitor 0072,Monitor generation 72 for category Monitors,23820.00
1428,8,Storage 0072,Storage generation 72 for category Storage,7410.00
1429,9,Accessory 0072,Accessory generation 72 for category Accessories,3500.00
1430,10,Router 0072,Router generation 72 for category Networking,6640.00
1431,11,Appliance 0072,Appliance generation 72 for category Kitchen Appliances,9730.00
1432,12,Office Device 0072,Office Device generation 72 for category Office Equipment,14820.00
1433,13,Wearable 0072,Wearable generation 72 for category Wearables,12910.00
1434,14,Camera 0072,Camera generation 72 for category Cameras,48000.00
1435,15,Book 0072,Book generation 72 for category Books,2540.00
1436,16,TV 0072,TV generation 72 for category TVs,56730.00
1437,17,Speaker 0072,Speaker generation 72 for category Audio,11820.00
1438,18,Printer 0072,Printer generation 72 for category Printers,19910.00
1439,19,Component 0072,Component generation 72 for category Components,17000.00
1440,20,Charger 0072,Charger generation 72 for category Charging,3640.00
1441,1,Smartphone 0073,Smartphone generation 73 for category Smartphones,27005.00
1442,2,Laptop 0073,Laptop generation 73 for category Laptops,72095.00
1443,3,Tablet 0073,Tablet generation 73 for category Tablets,32185.00
1444,4,Headphones 0073,Headphones generation 73 for category Headphones,11275.00
1445,5,Smart Device 0073,Smart Device generation 73 for category Smart Home,6415.00
1446,6,Gaming Gear 0073,Gaming Gear generation 73 for category Gaming,9005.00
1447,7,Monitor 0073,Monitor generation 73 for category Monitors,24095.00
1448,8,Storage 0073,Storage generation 73 for category Storage,7685.00
1449,9,Accessory 0073,Accessory generation 73 for category Accessories,3775.00
1450,10,Router 0073,Router generation 73 for category Networking,6915.00
1451,11,Appliance 0073,Appliance generation 73 for category Kitchen Appliances,10005.00
1452,12,Office Device 0073,Office Device generation 73 for category Office Equipment,15095.00
1453,13,Wearable 0073,Wearable generation 73 for category Wearables,13185.00
1454,14,Camera 0073,Camera generation 73 for category Cameras,48275.00
1455,15,Book 0073,Book generation 73 for category Books,2815.00
1456,16,TV 0073,TV generation 73 for category TVs,57005.00
1457,17,Speaker 0073,Speaker generation 73 for category Audio,12095.00
1458,18,Printer 0073,Printer generation 73 for category Printers,20185.00
1459,19,Component 0073,Component generation 73 for category Components,17275.00
1460,20,Charger 0073,Charger generation 73 for category Charging,3915.00
1461,1,Smartphone 0074,Smartphone generation 74 for category Smartphones,27280.00
1462,2,Laptop 0074,Laptop generation 74 for category Laptops,72370.00
1463,3,Tablet 0074,Tablet generation 74 for category Tablets,32460.00
1464,4,Headphones 0074,Headphones generation 74 for category Headphones,11550.00
1465,5,Smart Device 0074,Smart Device generation 74 for category Smart Home,6690.00
1466,6,Gaming Gear 0074,Gaming Gear generation 74 for category Gaming,9280.00
1467,7,Monitor 0074,Monitor generation 74 for category Monitors,24370.00
1468,8,Storage 0074,Storage generation 74 for category Storage,7960.00
1469,9,Accessory 0074,Accessory generation 74 for category Accessories,4050.00
1470,10,Router 0074,Router generation 74 for category Networking,7190.00
1471,11,Appliance 0074,Appliance generation 74 for category Kitchen Appliances,10280.00
1472,12,Office Device 0074,Office Device generation 74 for category Office Equipment,15370.00
1473,13,Wearable 0074,Wearable generation 74 for category Wearables,13460.00
1474,14,Camera 0074,Camera generation 74 for category Cameras,48550.00
1475,15,Book 0074,Book generation 74 for category Books,3090.00
1476,16,TV 0074,TV generation 74 for category TVs,57280.00
1477,17,Speaker 0074,Speaker generation 74 for category Audio,12370.00
1478,18,Printer 0074,Printer generation 74 for category Printers,20460.00
1479,19,Component 0074,Component generation 74 for category Components,17550.00
1480,20,Charger 0074,Charger generation 74 for category Charging,4190.00
1481,1,Smartphone 0075,Smartphone generation 75 for category Smartphones,27555.00
1482,2,Laptop 0075,Laptop generation 75 for category Laptops,72645.00
1483,3,Tablet 0075,Tablet generation 75 for category Tablets,32735.00
1484,4,Headphones 0075,Headphones generation 75 for category Headphones,11825.00
1485,5,Smart Device 0075,Smart Device generation 75 for category Smart Home,6965.00
1486,6,Gaming Gear 0075,Gaming Gear generation 75 for category Gaming,9555.00
1487,7,Monitor 0075,Monitor generation 75 for category Monitors,24645.00
1488,8,Storage 0075,Storage generation 75 for category Storage,8235.00
1489,9,Accessory 0075,Accessory generation 75 for category Accessories,4325.00
1490,10,Router 0075,Router generation 75 for category Networking,7465.00
1491,11,Appliance 0075,Appliance generation 75 for category Kitchen Appliances,10555.00
1492,12,Office Device 0075,Office Device generation 75 for category Office Equipment,15645.00
1493,13,Wearable 0075,Wearable generation 75 for category Wearables,13735.00
1494,14,Camera 0075,Camera generation 75 for category Cameras,48825.00
1495,15,Book 0075,Book generation 75 for category Books,3365.00
1496,16,TV 0075,TV generation 75 for category TVs,57555.00
1497,17,Speaker 0075,Speaker generation 75 for category Audio,12645.00
1498,18,Printer 0075,Printer generation 75 for category Printers,20735.00
1499,19,Component 0075,Component generation 75 for category Components,17825.00
1500,20,Charger 0075,Charger generation 75 for category Charging,4465.00
1501,1,Smartphone 0076,Smartphone generation 76 for category Smartphones,27830.00
1502,2,Laptop 0076,Laptop generation 76 for category Laptops,72920.00
1503,3,Tablet 0076,Tablet generation 76 for category Tablets,33010.00
1504,4,Headphones 0076,Headphones generation 76 for category Headphones,12100.00
1505,5,Smart Device 0076,Smart Device generation 76 for category Smart Home,7240.00
1506,6,Gaming Gear 0076,Gaming Gear generation 76 for category Gaming,9830.00
1507,7,Monitor 0076,Monitor generation 76 for category Monitors,24920.00
1508,8,Storage 0076,Storage generation 76 for category Storage,8510.00
1509,9,Accessory 0076,Accessory generation 76 for category Accessories,4600.00
1510,10,Router 0076,Router generation 76 for category Networking,7740.00
1511,11,Appliance 0076,Appliance generation 76 for category Kitchen Appliances,10830.00
1512,12,Office Device 0076,Office Device generation 76 for category Office Equipment,15920.00
1513,13,Wearable 0076,Wearable generation 76 for category Wearables,14010.00
1514,14,Camera 0076,Camera generation 76 for category Cameras,49100.00
1515,15,Book 0076,Book generation 76 for category Books,3640.00
1516,16,TV 0076,TV generation 76 for category TVs,57830.00
1517,17,Speaker 0076,Speaker generation 76 for category Audio,12920.00
1518,18,Printer 0076,Printer generation 76 for category Printers,21010.00
1519,19,Component 0076,Component generation 76 for category Components,18100.00
1520,20,Charger 0076,Charger generation 76 for category Charging,4740.00
1521,1,Smartphone 0077,Smartphone generation 77 for category Smartphones,25080.00
1522,2,Laptop 0077,Laptop generation 77 for category Laptops,70170.00
1523,3,Tablet 0077,Tablet generation 77 for category Tablets,30260.00
1524,4,Headphones 0077,Headphones generation 77 for category Headphones,9350.00
1525,5,Smart Device 0077,Smart Device generation 77 for category Smart Home,4490.00
1526,6,Gaming Gear 0077,Gaming Gear generation 77 for category Gaming,7080.00
1527,7,Monitor 0077,Monitor generation 77 for category Monitors,22170.00
1528,8,Storage 0077,Storage generation 77 for category Storage,5760.00
1529,9,Accessory 0077,Accessory generation 77 for category Accessories,1850.00
1530,10,Router 0077,Router generation 77 for category Networking,4990.00
1531,11,Appliance 0077,Appliance generation 77 for category Kitchen Appliances,8080.00
1532,12,Office Device 0077,Office Device generation 77 for category Office Equipment,13170.00
1533,13,Wearable 0077,Wearable generation 77 for category Wearables,11260.00
1534,14,Camera 0077,Camera generation 77 for category Cameras,46350.00
1535,15,Book 0077,Book generation 77 for category Books,890.00
1536,16,TV 0077,TV generation 77 for category TVs,55080.00
1537,17,Speaker 0077,Speaker generation 77 for category Audio,10170.00
1538,18,Printer 0077,Printer generation 77 for category Printers,18260.00
1539,19,Component 0077,Component generation 77 for category Components,15350.00
1540,20,Charger 0077,Charger generation 77 for category Charging,1990.00
1541,1,Smartphone 0078,Smartphone generation 78 for category Smartphones,25355.00
1542,2,Laptop 0078,Laptop generation 78 for category Laptops,70445.00
1543,3,Tablet 0078,Tablet generation 78 for category Tablets,30535.00
1544,4,Headphones 0078,Headphones generation 78 for category Headphones,9625.00
1545,5,Smart Device 0078,Smart Device generation 78 for category Smart Home,4765.00
1546,6,Gaming Gear 0078,Gaming Gear generation 78 for category Gaming,7355.00
1547,7,Monitor 0078,Monitor generation 78 for category Monitors,22445.00
1548,8,Storage 0078,Storage generation 78 for category Storage,6035.00
1549,9,Accessory 0078,Accessory generation 78 for category Accessories,2125.00
1550,10,Router 0078,Router generation 78 for category Networking,5265.00
1551,11,Appliance 0078,Appliance generation 78 for category Kitchen Appliances,8355.00
1552,12,Office Device 0078,Office Device generation 78 for category Office Equipment,13445.00
1553,13,Wearable 0078,Wearable generation 78 for category Wearables,11535.00
1554,14,Camera 0078,Camera generation 78 for category Cameras,46625.00
1555,15,Book 0078,Book generation 78 for category Books,1165.00
1556,16,TV 0078,TV generation 78 for category TVs,55355.00
1557,17,Speaker 0078,Speaker generation 78 for category Audio,10445.00
1558,18,Printer 0078,Printer generation 78 for category Printers,18535.00
1559,19,Component 0078,Component generation 78 for category Components,15625.00
1560,20,Charger 0078,Charger generation 78 for category Charging,2265.00
1561,1,Smartphone 0079,Smartphone generation 79 for category Smartphones,25630.00
1562,2,Laptop 0079,Laptop generation 79 for category Laptops,70720.00
1563,3,Tablet 0079,Tablet generation 79 for category Tablets,30810.00
1564,4,Headphones 0079,Headphones generation 79 for category Headphones,9900.00
1565,5,Smart Device 0079,Smart Device generation 79 for category Smart Home,5040.00
1566,6,Gaming Gear 0079,Gaming Gear generation 79 for category Gaming,7630.00
1567,7,Monitor 0079,Monitor generation 79 for category Monitors,22720.00
1568,8,Storage 0079,Storage generation 79 for category Storage,6310.00
1569,9,Accessory 0079,Accessory generation 79 for category Accessories,2400.00
1570,10,Router 0079,Router generation 79 for category Networking,5540.00
1571,11,Appliance 0079,Appliance generation 79 for category Kitchen Appliances,8630.00
1572,12,Office Device 0079,Office Device generation 79 for category Office Equipment,13720.00
1573,13,Wearable 0079,Wearable generation 79 for category Wearables,11810.00
1574,14,Camera 0079,Camera generation 79 for category Cameras,46900.00
1575,15,Book 0079,Book generation 79 for category Books,1440.00
1576,16,TV 0079,TV generation 79 for category TVs,55630.00
1577,17,Speaker 0079,Speaker generation 79 for category Audio,10720.00
1578,18,Printer 0079,Printer generation 79 for category Printers,18810.00
1579,19,Component 0079,Component generation 79 for category Components,15900.00
1580,20,Charger 0079,Charger generation 79 for category Charging,2540.00
1581,1,Smartphone 0080,Smartphone generation 80 for category Smartphones,25905.00
1582,2,Laptop 0080,Laptop generation 80 for category Laptops,70995.00
1583,3,Tablet 0080,Tablet generation 80 for category Tablets,31085.00
1584,4,Headphones 0080,Headphones generation 80 for category Headphones,10175.00
1585,5,Smart Device 0080,Smart Device generation 80 for category Smart Home,5315.00
1586,6,Gaming Gear 0080,Gaming Gear generation 80 for category Gaming,7905.00
1587,7,Monitor 0080,Monitor generation 80 for category Monitors,22995.00
1588,8,Storage 0080,Storage generation 80 for category Storage,6585.00
1589,9,Accessory 0080,Accessory generation 80 for category Accessories,2675.00
1590,10,Router 0080,Router generation 80 for category Networking,5815.00
1591,11,Appliance 0080,Appliance generation 80 for category Kitchen Appliances,8905.00
1592,12,Office Device 0080,Office Device generation 80 for category Office Equipment,13995.00
1593,13,Wearable 0080,Wearable generation 80 for category Wearables,12085.00
1594,14,Camera 0080,Camera generation 80 for category Cameras,47175.00
1595,15,Book 0080,Book generation 80 for category Books,1715.00
1596,16,TV 0080,TV generation 80 for category TVs,55905.00
1597,17,Speaker 0080,Speaker generation 80 for category Audio,10995.00
1598,18,Printer 0080,Printer generation 80 for category Printers,19085.00
1599,19,Component 0080,Component generation 80 for category Components,16175.00
1600,20,Charger 0080,Charger generation 80 for category Charging,2815.00
1601,1,Smartphone 0081,Smartphone generation 81 for category Smartphones,26180.00
1602,2,Laptop 0081,Laptop generation 81 for category Laptops,71270.00
1603,3,Tablet 0081,Tablet generation 81 for category Tablets,31360.00
1604,4,Headphones 0081,Headphones generation 81 for category Headphones,10450.00
1605,5,Smart Device 0081,Smart Device generation 81 for category Smart Home,5590.00
1606,6,Gaming Gear 0081,Gaming Gear generation 81 for category Gaming,8180.00
1607,7,Monitor 0081,Monitor generation 81 for category Monitors,23270.00
1608,8,Storage 0081,Storage generation 81 for category Storage,6860.00
1609,9,Accessory 0081,Accessory generation 81 for category Accessories,2950.00
1610,10,Router 0081,Router generation 81 for category Networking,6090.00
1611,11,Appliance 0081,Appliance generation 81 for category Kitchen Appliances,9180.00
1612,12,Office Device 0081,Office Device generation 81 for category Office Equipment,14270.00
1613,13,Wearable 0081,Wearable generation 81 for category Wearables,12360.00
1614,14,Camera 0081,Camera generation 81 for category Cameras,47450.00
1615,15,Book 0081,Book generation 81 for category Books,1990.00
1616,16,TV 0081,TV generation 81 for category TVs,56180.00
1617,17,Speaker 0081,Speaker generation 81 for category Audio,11270.00
1618,18,Printer 0081,Printer generation 81 for category Printers,19360.00
1619,19,Component 0081,Component generation 81 for category Components,16450.00
1620,20,Charger 0081,Charger generation 81 for category Charging,3090.00
1621,1,Smartphone 0082,Smartphone generation 82 for category Smartphones,26455.00
1622,2,Laptop 0082,Laptop generation 82 for category Laptops,71545.00
1623,3,Tablet 0082,Tablet generation 82 for category Tablets,31635.00
1624,4,Headphones 0082,Headphones generation 82 for category Headphones,10725.00
1625,5,Smart Device 0082,Smart Device generation 82 for category Smart Home,5865.00
1626,6,Gaming Gear 0082,Gaming Gear generation 82 for category Gaming,8455.00
1627,7,Monitor 0082,Monitor generation 82 for category Monitors,23545.00
1628,8,Storage 0082,Storage generation 82 for category Storage,7135.00
1629,9,Accessory 0082,Accessory generation 82 for category Accessories,3225.00
1630,10,Router 0082,Router generation 82 for category Networking,6365.00
1631,11,Appliance 0082,Appliance generation 82 for category Kitchen Appliances,9455.00
1632,12,Office Device 0082,Office Device generation 82 for category Office Equipment,14545.00
1633,13,Wearable 0082,Wearable generation 82 for category Wearables,12635.00
1634,14,Camera 0082,Camera generation 82 for category Cameras,47725.00
1635,15,Book 0082,Book generation 82 for category Books,2265.00
1636,16,TV 0082,TV generation 82 for category TVs,56455.00
1637,17,Speaker 0082,Speaker generation 82 for category Audio,11545.00
1638,18,Printer 0082,Printer generation 82 for category Printers,19635.00
1639,19,Component 0082,Component generation 82 for category Components,16725.00
1640,20,Charger 0082,Charger generation 82 for category Charging,3365.00
1641,1,Smartphone 0083,Smartphone generation 83 for category Smartphones,26730.00
1642,2,Laptop 0083,Laptop generation 83 for category Laptops,71820.00
1643,3,Tablet 0083,Tablet generation 83 for category Tablets,31910.00
1644,4,Headphones 0083,Headphones generation 83 for category Headphones,11000.00
1645,5,Smart Device 0083,Smart Device generation 83 for category Smart Home,6140.00
1646,6,Gaming Gear 0083,Gaming Gear generation 83 for category Gaming,8730.00
1647,7,Monitor 0083,Monitor generation 83 for category Monitors,23820.00
1648,8,Storage 0083,Storage generation 83 for category Storage,7410.00
1649,9,Accessory 0083,Accessory generation 83 for category Accessories,3500.00
1650,10,Router 0083,Router generation 83 for category Networking,6640.00
1651,11,Appliance 0083,Appliance generation 83 for category Kitchen Appliances,9730.00
1652,12,Office Device 0083,Office Device generation 83 for category Office Equipment,14820.00
1653,13,Wearable 0083,Wearable generation 83 for category Wearables,12910.00
1654,14,Camera 0083,Camera generation 83 for category Cameras,48000.00
1655,15,Book 0083,Book generation 83 for category Books,2540.00
1656,16,TV 0083,TV generation 83 for category TVs,56730.00
1657,17,Speaker 0083,Speaker generation 83 for category Audio,11820.00
1658,18,Printer 0083,Printer generation 83 for category Printers,19910.00
1659,19,Component 0083,Component generation 83 for category Components,17000.00
1660,20,Charger 0083,Charger generation 83 for category Charging,3640.00
1661,1,Smartphone 0084,Smartphone generation 84 for category Smartphones,27005.00
1662,2,Laptop 0084,Laptop generation 84 for category Laptops,72095.00
1663,3,Tablet 0084,Tablet generation 84 for category Tablets,32185.00
1664,4,Headphones 0084,Headphones generation 84 for category Headphones,11275.00
1665,5,Smart Device 0084,Smart Device generation 84 for category Smart Home,6415.00
1666,6,Gaming Gear 0084,Gaming Gear generation 84 for category Gaming,9005.00
1667,7,Monitor 0084,Monitor generation 84 for category Monitors,24095.00
1668,8,Storage 0084,Storage generation 84 for category Storage,7685.00
1669,9,Accessory 0084,Accessory generation 84 for category Accessories,3775.00
